case,diagnostic_png,down_source,down_target,error,eye_over_mouth_norm,final_similarity_scale,method,nose_over_mouth_norm,nose_weighted_median,pre_scale,qc_pass,report_json,rigid_scale,runtime_sec,similarity_median,similarity_p90,source_nose_anchor_distance,target_fit_vertices,target_roi_vertices,upside_down,vertical_z,voxel
001_12_lip_puckerer,,1244,1837,,-0.24642978050634737,0.41539101017352026,facecrop_fpfh_ransac,-0.13773362075996057,0.027408053766602644,0.4275835402688019,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_12_lip_puckerer/001_12_lip_puckerer_scratch_surface_registration_report.json,0.41539101017352026,2.0321364402770996,0.035923033715332994,0.16375423925886226,0.14784286509658895,90000,178616,1,-0.5294089202611245,0.02645061509676317
001_12_lip_puckerer,,1244,1837,,-0.3278224697945471,0.41539101017352253,facecrop_fpfh_ransac_icp,-0.16672173983602226,0.015260777214052603,0.4275835402688019,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_12_lip_puckerer/001_12_lip_puckerer_scratch_surface_registration_report.json,0.41539101017352253,2.271045207977295,0.019639529852688437,0.061603401734442904,0.17484575138698472,90000,178616,1,-0.5939038081602587,0.02645061509676317
001_12_lip_puckerer,,1244,1837,,0.13557477505308285,0.4275835402688019,facecrop_fpfh_fgr,0.20327149500010694,0.16269965285879892,0.4275835402688019,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_12_lip_puckerer/001_12_lip_puckerer_scratch_surface_registration_report.json,0.4275835402688019,2.742959499359131,0.12047539919900663,0.20987128069402297,0.3148764710088788,90000,178616,1,0.1518870490977916,0.02645061509676317
001_12_lip_puckerer,,1244,1837,,0.451661141670214,0.4275835402688041,facecrop_fpfh_fgr_icp,0.24216541300042715,0.25353874095822293,0.4275835402688019,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_12_lip_puckerer/001_12_lip_puckerer_scratch_surface_registration_report.json,0.4275835402688041,3.194552183151245,0.08373280110347181,0.2502600761055481,0.35856089836011346,90000,178616,0,0.6996691754302248,0.02645061509676317
001_12_lip_puckerer,,1244,1837,,0.13557477505308288,0.4275835402688019,facecrop_bbox_prescale_only,0.20327149500010697,0.08451664623113388,0.4275835402688019,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_12_lip_puckerer/001_12_lip_puckerer_scratch_surface_registration_report.json,0.4275835402688019,3.5820465087890625,0.09723430907453827,0.22862915431508338,0.2335077227768536,90000,178616,1,0.1518870490977916,0.02645061509676317
001_13_lip_funneler,,1328,1837,,0.49541256670950257,0.40895063858816416,facecrop_fpfh_ransac,0.2775895684369553,0.023045194342902364,0.43527300710403305,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_13_lip_funneler/001_13_lip_funneler_scratch_surface_registration_report.json,0.40895063858816416,1.937770128250122,0.03915841698340435,0.13794340916063416,0.431463558133412,90000,178616,0,0.7699734783185098,0.02645061509676317
001_13_lip_funneler,,1328,1837,,0.5438888273488975,0.4089506385881663,facecrop_fpfh_ransac_icp,0.2596384023735338,0.03778622861895101,0.43527300710403305,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_13_lip_funneler/001_13_lip_funneler_scratch_surface_registration_report.json,0.4089506385881663,2.184678077697754,0.03033470650966912,0.08139566684063278,0.38523945094639983,90000,178616,0,0.9467408193285552,0.02645061509676317
001_13_lip_funneler,,1328,1837,,0.1274420887333723,0.43527300710403305,facecrop_fpfh_fgr,0.24097385392061213,0.16421355835541016,0.43527300710403305,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_13_lip_funneler/001_13_lip_funneler_scratch_surface_registration_report.json,0.43527300710403305,2.676344871520996,0.1247495399387077,0.21889523942287673,0.32328253445017185,90000,178616,1,0.13442264884923363,0.02645061509676317
001_13_lip_funneler,,1328,1837,,-0.5983402609252074,0.4352730071040354,facecrop_fpfh_fgr_icp,-0.16862430718765825,0.006254695186601285,0.43527300710403305,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_13_lip_funneler/001_13_lip_funneler_scratch_surface_registration_report.json,0.4352730071040354,2.9841971397399902,0.06633259264745715,0.1862557717647709,0.09565395730829784,90000,178616,1,-0.8278572855986446,0.02645061509676317
001_13_lip_funneler,,1328,1837,,0.1274420887333723,0.43527300710403305,facecrop_bbox_prescale_only,0.24097385392061213,0.08317180810083884,0.43527300710403305,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_13_lip_funneler/001_13_lip_funneler_scratch_surface_registration_report.json,0.43527300710403305,3.3818821907043457,0.10153783507251295,0.24028719391597742,0.24455443530969376,90000,178616,1,0.13442264884923363,0.02645061509676317
001_14_sadness,,1245,1837,,-0.4418602723301558,0.40856940316792106,facecrop_fpfh_ransac,-0.2499895534959494,0.06530417585715109,0.42834005579411066,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_14_sadness/001_14_sadness_scratch_surface_registration_report.json,0.40856940316792106,1.9541780948638916,0.08654866945632606,0.23842461748091218,0.31858206311260995,90000,178616,1,-0.699864433266727,0.02645061509676317
001_14_sadness,,1245,1837,,-0.5131241836077011,0.40856940316792406,facecrop_fpfh_ransac_icp,-0.2219247521164225,0.028434696171605663,0.42834005579411066,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_14_sadness/001_14_sadness_scratch_surface_registration_report.json,0.40856940316792406,2.2307519912719727,0.03120739076365123,0.11355690719666171,0.3359833169072057,90000,178616,1,-0.966815887524985,0.02645061509676317
001_14_sadness,,1245,1837,,0.25478250216482795,0.42834005579411083,facecrop_fpfh_fgr,0.107898164570434,0.028075936128061578,0.42834005579411066,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_14_sadness/001_14_sadness_scratch_surface_registration_report.json,0.42834005579411083,2.5180203914642334,0.08194529834323737,0.3215821415204834,0.14428870158557636,90000,178616,0,0.4656076571569985,0.02645061509676317
001_14_sadness,,1245,1837,,0.17976339958292067,0.4283400557941138,facecrop_fpfh_fgr_icp,0.06562672073467544,0.03940349059158398,0.42834005579411066,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_14_sadness/001_14_sadness_scratch_surface_registration_report.json,0.4283400557941138,2.799450635910034,0.07425870513693328,0.37967727832647463,0.04859871325870636,90000,178616,1,0.2953246222936547,0.02645061509676317
001_14_sadness,,1245,1837,,0.1510330300721552,0.42834005579411066,facecrop_bbox_prescale_only,0.22197172561450118,0.089487004175509,0.42834005579411066,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_14_sadness/001_14_sadness_scratch_surface_registration_report.json,0.42834005579411066,3.1832122802734375,0.09919837530298402,0.22381100542941612,0.24218122638420833,90000,178616,1,0.17606154454240705,0.02645061509676317
001_15_lip_roll,,1359,1837,,-0.40782175829773015,0.4489469569663083,facecrop_fpfh_ransac,-0.1611411338624917,0.021515391078629088,0.4395190117549934,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_15_lip_roll/001_15_lip_roll_scratch_surface_registration_report.json,0.4489469569663083,2.084613800048828,0.026438814189535913,0.2008353296237757,0.09290726092362059,90000,178616,1,-0.8588645162434563,0.02645061509676317
001_15_lip_roll,,1359,1837,,-0.38826951424660516,0.4489469569663096,facecrop_fpfh_ransac_icp,-0.18139247691005897,0.02553069261898696,0.4395190117549934,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_15_lip_roll/001_15_lip_roll_scratch_surface_registration_report.json,0.4489469569663096,2.3333611488342285,0.023860335009568648,0.07826505537981189,0.11003833284519496,90000,178616,1,-0.8219983054999701,0.02645061509676317
001_15_lip_roll,,1359,1837,,0.09376788485547036,0.4395190117549934,facecrop_fpfh_fgr,0.2223025977794163,0.16193589969837016,0.4395190117549934,0,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_3case_20260619/001_15_lip_roll/001_15_lip_roll_scratch_surface_registration_report.json,0.4395190117549934,2.7858474254608154,0.1187570328107135,0.22054333386829872,0.32151623665292395,90000,178616,1,0.09927031600426242,0.02645061509676317
